agent,chain,job_id,global_iter,loss,val,rew,entropy_coef,abc,abc_coef,sr,valid_goals,invalid_goals,avg_xy,max_xy,avg_z,ik_fail_rate,not_moved_frac
bob,0,28830260,814,0.0032,0.008,0.6799999999999999,,-0.9998,0.3643,0.0002,,,,,,,
bob,0,28830260,815,-0.0039,0.0083,0.7000000000000001,,-0.9998,0.3642,0.0002,,,,,,,
bob,0,28830260,816,-0.0052,0.0078,0.6799999999999999,,-0.9999,0.364,0.0002,,,,,,,
bob,0,28830260,817,-0.0016,0.0078,0.7000000000000001,,-0.9998,0.3638,0.0002,,,,,,,
bob,0,28830260,818,-0.0017,0.0076,0.7000000000000001,,-0.9998,0.3637,0.0002,,,,,,,
bob,0,28830260,819,-0.0012,0.0085,0.72,,-0.9998,0.3635,0.0002,,,,,,,
bob,0,28830260,820,0.0004,0.0082,0.72,,-0.9998,0.3633,0.0002,,,,,,,
bob,0,28830260,821,0.0023,0.0078,0.7000000000000001,,-0.9998,0.3632,0.0002,,,,,,,
bob,0,28830260,822,0.0024,0.0082,0.72,,-0.9998,0.363,0.0002,,,,,,,
bob,0,28830260,823,0.0001,0.0084,0.72,,-0.9998,0.3628,0.0002,,,,,,,
bob,0,28830260,824,0.0001,0.0081,0.7000000000000001,,-0.9998,0.3627,0.0002,,,,,,,
bob,0,28830260,825,-0.0007,0.0079,0.6799999999999999,,-0.9998,0.3625,0.0002,,,,,,,
bob,0,28830260,826,-0.0038,0.0076,0.6799999999999999,,-0.9998,0.3623,0.0003,,,,,,,
bob,0,28830260,827,-0.0027,0.0081,0.66,,-0.9999,0.3622,0.0002,,,,,,,
bob,0,28830260,828,-0.0007,0.0081,0.6799999999999999,,-0.9998,0.362,0.0002,,,,,,,
bob,0,28830260,829,0.0017,0.0075,0.6799999999999999,,-0.9998,0.3618,0.0002,,,,,,,
bob,0,28830260,830,0.0,0.0083,0.72,,-0.9998,0.3617,0.0002,,,,,,,
bob,0,28830260,831,0.0022,0.008,0.6799999999999999,,-0.9998,0.3615,0.0002,,,,,,,
bob,0,28830260,832,0.0013,0.0083,0.74,,-0.9998,0.3613,0.0002,,,,,,,
bob,0,28830260,833,0.001,0.0079,0.72,,-0.9999,0.3612,0.0002,,,,,,,
bob,0,28830260,834,-0.001,0.0083,0.72,,-0.9998,0.361,0.0002,,,,,,,
bob,0,28830260,835,-0.0018,0.008,0.72,,-0.9998,0.3608,0.0002,,,,,,,
bob,0,28830260,836,-0.0013,0.0084,0.72,,-0.9998,0.3607,0.0002,,,,,,,
bob,0,28830260,837,-0.0017,0.0078,0.7000000000000001,,-0.9998,0.3605,0.0002,,,,,,,
bob,0,28830260,838,0.0007,0.0085,0.7000000000000001,,-0.9998,0.3603,0.0002,,,,,,,
bob,0,28830260,839,-0.0027,0.0082,0.7000000000000001,,-0.9998,0.3602,0.0002,,,,,,,
bob,0,28830260,840,-0.0016,0.008,0.74,,-0.9998,0.36,0.0002,,,,,,,
bob,0,28830260,841,-0.0016,0.008,0.72,,-0.9998,0.3598,0.0002,,,,,,,
bob,0,28830260,842,-0.0017,0.0077,0.7000000000000001,,-0.9998,0.3597,0.0002,,,,,,,
bob,0,28830260,843,0.0002,0.0088,0.72,,-0.9998,0.3595,0.0002,,,,,,,
bob,0,28830260,844,-0.0031,0.0078,0.72,,-0.9998,0.3593,0.0002,,,,,,,
bob,0,28830260,845,-0.0025,0.008,0.6799999999999999,,-0.9998,0.3592,0.0002,,,,,,,
bob,0,28830260,846,-0.0082,0.0081,0.6799999999999999,,-0.9999,0.359,0.0002,,,,,,,
bob,0,28830260,847,-0.0038,0.0091,0.7000000000000001,,-0.9998,0.3588,0.0002,,,,,,,
bob,0,28830260,848,-0.0044,0.0074,0.6799999999999999,,-0.9998,0.3587,0.0002,,,,,,,
bob,0,28830260,849,-0.0015,0.0078,0.7000000000000001,,-0.9998,0.3585,0.0002,,,,,,,
bob,0,28830260,850,-0.0023,0.0083,0.72,,-0.9998,0.3583,0.0002,,,,,,,
bob,0,28830260,851,0.0019,0.0088,0.6799999999999999,,-0.9998,0.3582,0.0002,,,,,,,
bob,0,28830260,852,0.0021,0.007,0.6799999999999999,,-0.9998,0.358,0.0002,,,,,,,
bob,0,28830260,853,0.0027,0.008,0.72,,-0.9998,0.3578,0.0002,,,,,,,
bob,0,28830260,854,0.0014,0.0074,0.7000000000000001,,-0.9998,0.3577,0.0002,,,,,,,
bob,0,28830260,855,0.0014,0.0076,0.6799999999999999,,-0.9998,0.3575,0.0002,,,,,,,
bob,0,28830260,856,0.0015,0.0083,0.72,,-0.9998,0.3573,0.0002,,,,,,,
bob,0,28830260,857,0.0031,0.0081,0.72,,-0.9998,0.3572,0.0002,,,,,,,
bob,0,28830260,858,0.0014,0.0083,0.74,,-0.9998,0.357,0.0002,,,,,,,
bob,0,28830260,859,0.0021,0.0082,0.72,,-0.9998,0.3568,0.0002,,,,,,,
bob,0,28830260,860,-0.0008,0.0083,0.74,,-0.9998,0.3567,0.0002,,,,,,,
bob,0,28830260,861,-0.0027,0.0083,0.72,,-0.9998,0.3565,0.0002,,,,,,,
bob,0,28830260,862,-0.0017,0.008,0.7000000000000001,,-0.9998,0.3563,0.0002,,,,,,,
bob,0,28830260,863,-0.0005,0.0083,0.72,,-0.9998,0.3562,0.0002,,,,,,,
bob,0,28830260,864,0.0041,0.0076,0.7000000000000001,,-0.9998,0.356,0.0002,,,,,,,
bob,0,28830260,865,-0.0006,0.0078,0.74,,-0.9998,0.3558,0.0002,,,,,,,
bob,0,28830260,866,0.0005,0.0076,0.7000000000000001,,-0.9998,0.3557,0.0002,,,,,,,
bob,0,28830260,867,-0.0008,0.0079,0.7000000000000001,,-0.9998,0.3555,0.0002,,,,,,,
bob,0,28830260,868,-0.0,0.0083,0.7000000000000001,,-0.9998,0.3553,0.0002,,,,,,,
bob,0,28830260,869,-0.0028,0.0086,0.72,,-0.9998,0.3552,0.0002,,,,,,,
bob,0,28830260,870,-0.0042,0.0084,0.74,,-0.9998,0.355,0.0002,,,,,,,
bob,0,28830260,871,-0.0045,0.0081,0.7000000000000001,,-0.9998,0.3548,0.0002,,,,,,,
bob,0,28830260,872,-0.0024,0.0079,0.7000000000000001,,-0.9998,0.3547,0.0002,,,,,,,
bob,0,28830260,873,-0.0001,0.008,0.7000000000000001,,-0.9998,0.3545,0.0002,,,,,,,
bob,0,28830260,874,0.0028,0.0082,0.7000000000000001,,-0.9998,0.3543,0.0002,,,,,,,
bob,0,28830260,875,0.0036,0.0086,0.74,,-0.9999,0.3542,0.0002,,,,,,,
bob,0,28830260,876,0.0007,0.0082,0.72,,-0.9998,0.354,0.0002,,,,,,,
bob,0,28830260,877,0.0014,0.0087,0.72,,-0.9998,0.3538,0.0002,,,,,,,
bob,0,28830260,878,-0.0006,0.008,0.6799999999999999,,-0.9998,0.3537,0.0002,,,,,,,
bob,0,28830260,879,-0.0019,0.0076,0.7000000000000001,,-0.9998,0.3535,0.0002,,,,,,,
bob,0,28830260,880,-0.0018,0.0078,0.7000000000000001,,-0.9998,0.3533,0.0002,,,,,,,
bob,0,28830260,881,-0.0019,0.0085,0.72,,-0.9998,0.3532,0.0002,,,,,,,
bob,0,28830260,882,0.0001,0.0082,0.7000000000000001,,-0.9998,0.353,0.0002,,,,,,,
bob,0,28830260,883,0.0003,0.0079,0.7000000000000001,,-0.9998,0.3528,0.0002,,,,,,,
bob,0,28830260,884,0.0004,0.0078,0.7000000000000001,,-0.9998,0.3527,0.0002,,,,,,,
bob,0,28830260,885,-0.0027,0.0078,0.7000000000000001,,-0.9998,0.3525,0.0002,,,,,,,
bob,0,28830260,886,-0.0006,0.0118,0.7000000000000001,,-0.9998,0.3523,0.0002,,,,,,,
bob,0,28830260,887,-0.0012,0.0078,0.6799999999999999,,-0.9999,0.3522,0.0002,,,,,,,
bob,0,28830260,888,0.0001,0.0085,0.7000000000000001,,-0.9999,0.352,0.0002,,,,,,,
bob,0,28830260,889,0.0009,0.0078,0.6799999999999999,,-0.9998,0.3518,0.0002,,,,,,,
bob,0,28830260,890,0.0007,0.0077,0.6799999999999999,,-0.9998,0.3517,0.0002,,,,,,,
bob,0,28830260,891,0.003,0.0077,0.6799999999999999,,-0.9998,0.3515,0.0002,,,,,,,
bob,0,28830260,892,0.0047,0.0073,0.66,,-0.9998,0.3513,0.0002,,,,,,,
bob,0,28830260,893,0.0021,0.009,0.72,,-0.9998,0.3512,0.0002,,,,,,,
bob,0,28830260,894,0.0,0.0095,0.72,,-0.9998,0.351,0.0002,,,,,,,
bob,0,28830260,895,0.0012,0.008,0.6799999999999999,,-0.9998,0.3508,0.0002,,,,,,,
bob,0,28830260,896,-0.0012,0.0087,0.7000000000000001,,-0.9998,0.3507,0.0002,,,,,,,
bob,0,28830260,897,0.0021,0.0078,0.6799999999999999,,-0.9998,0.3505,0.0002,,,,,,,
bob,0,28830260,898,0.0041,0.0089,0.74,,-0.9998,0.3503,0.0002,,,,,,,
bob,0,28830260,899,0.0027,0.0079,0.72,,-0.9999,0.3502,0.0002,,,,,,,
bob,0,28830260,900,0.0017,0.0078,0.7000000000000001,,-0.9998,0.35,0.0002,,,,,,,
bob,0,28830260,901,-0.0008,0.0081,0.74,,-0.9998,0.3498,0.0002,,,,,,,
bob,0,28830260,902,0.0001,0.0078,0.7000000000000001,,-0.9998,0.3497,0.0002,,,,,,,
bob,0,28830260,903,-0.0015,0.0078,0.72,,-0.9998,0.3495,0.0002,,,,,,,
bob,0,28830260,904,-0.0018,0.0079,0.7000000000000001,,-0.9998,0.3493,0.0002,,,,,,,
bob,0,28830260,905,-0.0037,0.008,0.72,,-0.9998,0.3492,0.0002,,,,,,,
bob,0,28830260,906,0.0002,0.0084,0.6799999999999999,,-0.9998,0.349,0.0002,,,,,,,
bob,0,28830260,907,-0.0008,0.0077,0.6799999999999999,,-0.9998,0.3488,0.0002,,,,,,,
bob,0,28830260,908,0.0005,0.0076,0.72,,-0.9998,0.3487,0.0002,,,,,,,
bob,0,28830260,909,-0.0005,0.0079,0.72,,-0.9998,0.3485,0.0002,,,,,,,
bob,0,28830260,910,0.0,0.0083,0.72,,-0.9998,0.3483,0.0002,,,,,,,
bob,0,28830260,911,0.0019,0.0078,0.7000000000000001,,-0.9998,0.3482,0.0002,,,,,,,
bob,0,28830260,912,-0.0019,0.0072,0.6799999999999999,,-0.9998,0.348,0.0002,,,,,,,
bob,0,28830260,913,0.0017,0.008,0.7000000000000001,,-0.9999,0.3478,0.0002,,,,,,,
bob,0,28830260,914,0.0037,0.0083,0.72,,-0.9998,0.3477,0.0002,,,,,,,
bob,0,28830260,915,0.003,0.0083,0.7000000000000001,,-0.9998,0.3475,0.0002,,,,,,,
bob,0,28830260,916,0.0022,0.0074,0.6799999999999999,,-0.9998,0.3473,0.0002,,,,,,,
bob,0,28830260,917,0.0016,0.0084,0.7000000000000001,,-0.9999,0.3472,0.0002,,,,,,,
bob,0,28830260,918,0.0021,0.0076,0.7000000000000001,,-0.9998,0.347,0.0002,,,,,,,
bob,0,28830260,919,0.0008,0.0086,0.72,,-0.9998,0.3468,0.0002,,,,,,,
bob,0,28830260,920,0.0011,0.0086,0.72,,-0.9999,0.3467,0.0002,,,,,,,
bob,0,28830260,921,0.0003,0.0081,0.7000000000000001,,-0.9999,0.3465,0.0002,,,,,,,
bob,0,28830260,922,0.002,0.0077,0.6799999999999999,,-0.9998,0.3463,0.0002,,,,,,,
bob,0,28830260,923,0.0011,0.008,0.7000000000000001,,-0.9998,0.3462,0.0002,,,,,,,
bob,0,28830260,924,-0.0021,0.0085,0.7000000000000001,,-0.9999,0.346,0.0002,,,,,,,
bob,0,28830260,925,-0.0022,0.0087,0.74,,-0.9998,0.3458,0.0002,,,,,,,
bob,0,28830260,926,-0.0008,0.0085,0.74,,-0.9998,0.3457,0.0002,,,,,,,
bob,0,28830260,927,0.0026,0.0085,0.72,,-0.9998,0.3455,0.0002,,,,,,,
bob,0,28830260,928,0.0021,0.0088,0.74,,-0.9998,0.3453,0.0002,,,,,,,
bob,0,28830260,929,0.0011,0.0087,0.72,,-0.9998,0.3452,0.0002,,,,,,,
bob,0,28830260,930,0.003,0.0093,0.76,,-0.9998,0.345,0.0002,,,,,,,
bob,0,28830260,931,0.0008,0.008,0.72,,-0.9998,0.3448,0.0002,,,,,,,
bob,0,28830260,932,0.0002,0.0081,0.72,,-0.9998,0.3447,0.0002,,,,,,,
bob,0,28830260,933,-0.0063,0.0084,0.74,,-0.9998,0.3445,0.0002,,,,,,,
bob,0,28830260,934,-0.0025,0.0081,0.72,,-0.9998,0.3443,0.0002,,,,,,,
bob,0,28830260,935,-0.0041,0.0082,0.72,,-0.9998,0.3442,0.0002,,,,,,,
bob,0,28830260,936,-0.0022,0.0084,0.74,,-0.9998,0.344,0.0002,,,,,,,
bob,0,28830260,937,-0.0012,0.0082,0.72,,-0.9998,0.3438,0.0002,,,,,,,
bob,0,28830260,938,-0.0028,0.0086,0.7000000000000001,,-0.9998,0.3437,0.0002,,,,,,,
bob,0,28830260,939,-0.0006,0.008,0.7000000000000001,,-0.9999,0.3435,0.0002,,,,,,,
bob,0,28830260,940,-0.0003,0.0084,0.6799999999999999,,-0.9998,0.3433,0.0002,,,,,,,
bob,0,28830260,941,0.0006,0.0076,0.7000000000000001,,-0.9998,0.3432,0.0002,,,,,,,
bob,0,28830260,942,-0.0011,0.0082,0.74,,-0.9998,0.343,0.0002,,,,,,,
bob,0,28830260,943,-0.0012,0.0081,0.7000000000000001,,-0.9998,0.3428,0.0002,,,,,,,
bob,0,28830260,944,-0.0008,0.008,0.72,,-0.9998,0.3427,0.0002,,,,,,,
bob,0,28830260,945,0.0005,0.0078,0.7000000000000001,,-0.9998,0.3425,0.0002,,,,,,,
bob,0,28830260,946,0.0004,0.0088,0.7000000000000001,,-0.9998,0.3423,0.0002,,,,,,,
bob,0,28830260,947,-0.0024,0.0083,0.72,,-0.9998,0.3422,0.0002,,,,,,,
bob,0,28830260,948,-0.0026,0.0083,0.72,,-0.9998,0.342,0.0002,,,,,,,
bob,0,28830260,949,0.0006,0.008,0.7000000000000001,,-0.9998,0.3418,0.0002,,,,,,,
bob,0,28830260,950,-0.0002,0.0077,0.7000000000000001,,-0.9998,0.3417,0.0002,,,,,,,
bob,0,28830260,951,0.0001,0.0081,0.72,,-0.9999,0.3415,0.0002,,,,,,,
bob,0,28830260,952,0.0012,0.0088,0.72,,-0.9998,0.3413,0.0002,,,,,,,
bob,0,28830260,953,0.0035,0.0077,0.6799999999999999,,-0.9998,0.3412,0.0002,,,,,,,
bob,0,28830260,954,0.0032,0.0077,0.7000000000000001,,-0.9998,0.341,0.0002,,,,,,,
bob,0,28830260,955,0.0008,0.0075,0.66,,-0.9998,0.3408,0.0002,,,,,,,
bob,0,28830260,956,-0.0004,0.0083,0.74,,-0.9998,0.3407,0.0002,,,,,,,
bob,0,28830260,957,0.0013,0.008,0.7000000000000001,,-0.9998,0.3405,0.0002,,,,,,,
bob,0,28830260,958,0.0021,0.0077,0.6799999999999999,,-0.9999,0.3403,0.0002,,,,,,,
bob,0,28830260,959,0.0005,0.0079,0.6799999999999999,,-0.9998,0.3402,0.0002,,,,,,,
bob,0,28830260,960,0.0001,0.008,0.7000000000000001,,-0.9999,0.34,0.0002,,,,,,,
bob,0,28830260,961,-0.0003,0.0079,0.7000000000000001,,-0.9998,0.3398,0.0002,,,,,,,
bob,0,28830260,962,-0.0014,0.0078,0.7000000000000001,,-0.9998,0.3397,0.0002,,,,,,,
bob,0,28830260,963,-0.0012,0.0079,0.72,,-0.9998,0.3395,0.0002,,,,,,,
bob,0,28830260,964,0.002,0.0082,0.72,,-0.9998,0.3393,0.0002,,,,,,,
bob,0,28830260,965,0.0021,0.008,0.72,,-0.9998,0.3392,0.0002,,,,,,,
bob,0,28830260,966,0.0007,0.0079,0.7000000000000001,,-0.9998,0.339,0.0002,,,,,,,
bob,0,28830260,967,0.0015,0.011,0.72,,-0.9998,0.3388,0.0002,,,,,,,
bob,0,28830260,968,0.0009,0.008,0.7000000000000001,,-0.9998,0.3387,0.0002,,,,,,,
bob,0,28830260,969,-0.001,0.0085,0.72,,-0.9998,0.3385,0.0002,,,,,,,
bob,0,28830260,970,-0.002,0.0087,0.7000000000000001,,-0.9998,0.3383,0.0002,,,,,,,
bob,0,28830260,971,0.0004,0.0081,0.72,,-0.9999,0.3382,0.0002,,,,,,,
bob,0,28830260,972,0.0056,0.0078,0.6799999999999999,,-0.9998,0.338,0.0002,,,,,,,
bob,0,28830260,973,0.0003,0.0074,0.66,,-0.9998,0.3378,0.0002,,,,,,,
bob,0,28830260,974,-0.0004,0.0085,0.72,,-0.9998,0.3377,0.0002,,,,,,,
bob,0,28830260,975,-0.0019,0.0077,0.6799999999999999,,-0.9998,0.3375,0.0002,,,,,,,
bob,0,28830260,976,-0.004,0.0084,0.72,,-0.9998,0.3373,0.0002,,,,,,,
bob,0,28830260,977,-0.0032,0.0087,0.74,,-0.9998,0.3372,0.0002,,,,,,,
bob,0,28830260,978,-0.0033,0.0089,0.74,,-0.9998,0.337,0.0002,,,,,,,
bob,0,28830260,979,-0.0022,0.0084,0.7000000000000001,,-0.9998,0.3368,0.0002,,,,,,,
bob,0,28830260,980,0.002,0.0083,0.72,,-0.9998,0.3367,0.0002,,,,,,,
bob,0,28830260,981,0.001,0.0081,0.6799999999999999,,-0.9998,0.3365,0.0002,,,,,,,
bob,0,28830260,982,0.0008,0.0081,0.72,,-0.9998,0.3363,0.0002,,,,,,,
bob,0,28830260,983,0.0001,0.0085,0.6799999999999999,,-0.9998,0.3362,0.0002,,,,,,,
bob,0,28830260,984,0.0001,0.0079,0.7000000000000001,,-0.9999,0.336,0.0001,,,,,,,
bob,0,28830260,985,0.0037,0.0089,0.72,,-0.9998,0.3358,0.0001,,,,,,,
bob,0,28830260,986,-0.0,0.0081,0.7000000000000001,,-0.9998,0.3357,0.0001,,,,,,,
bob,0,28830260,987,0.0014,0.0091,0.74,,-0.9998,0.3355,0.0001,,,,,,,
bob,0,28830260,988,0.002,0.0077,0.7000000000000001,,-0.9998,0.3353,0.0001,,,,,,,
bob,0,28830260,989,0.0015,0.0116,0.72,,-0.9998,0.3352,0.0001,,,,,,,
bob,0,28830260,990,0.0023,0.0079,0.7000000000000001,,-0.9999,0.335,0.0001,,,,,,,
bob,0,28830260,991,0.0034,0.0081,0.6799999999999999,,-0.9998,0.3348,0.0001,,,,,,,
bob,0,28830260,992,0.0043,0.0077,0.7000000000000001,,-0.9998,0.3347,0.0001,,,,,,,
bob,0,28830260,993,0.0027,0.0072,0.6799999999999999,,-0.9998,0.3345,0.0001,,,,,,,
bob,0,28830260,994,0.0008,0.0086,0.74,,-0.9998,0.3343,0.0001,,,,,,,
bob,0,28830260,995,0.0021,0.0083,0.74,,-0.9998,0.3342,0.0001,,,,,,,
bob,0,28830260,996,0.003,0.008,0.72,,-0.9998,0.334,0.0001,,,,,,,
bob,0,28830260,997,0.0009,0.0122,0.74,,-0.9998,0.3338,0.0001,,,,,,,
bob,0,28830260,998,-0.0011,0.0086,0.74,,-0.9998,0.3337,0.0001,,,,,,,
bob,0,28830260,999,0.0004,0.0077,0.72,,-0.9999,0.3335,0.0001,,,,,,,
bob,0,28830260,1000,-0.0013,0.0086,0.72,,-0.9999,0.3333,0.0001,,,,,,,
bob,0,28830260,1001,-0.0014,0.0087,0.74,,-0.9998,0.3332,0.0001,,,,,,,
bob,0,28830260,1002,0.0016,0.0084,0.7000000000000001,,-0.9998,0.333,0.0001,,,,,,,
bob,0,28830260,1003,0.0035,0.0085,0.74,,-0.9998,0.3328,0.0001,,,,,,,
bob,0,28830260,1004,0.0022,0.0084,0.7000000000000001,,-0.9998,0.3327,0.0001,,,,,,,
bob,0,28830260,1005,-0.0009,0.0082,0.72,,-0.9998,0.3325,0.0001,,,,,,,
bob,0,28830260,1006,0.0,0.0082,0.72,,-0.9998,0.3323,0.0001,,,,,,,
bob,0,28830260,1007,0.0009,0.0081,0.72,,-0.9998,0.3322,0.0001,,,,,,,
bob,0,28830260,1008,0.0008,0.0079,0.72,,-0.9998,0.332,0.0001,,,,,,,
bob,0,28830260,1009,-0.0016,0.01,0.74,,-0.9998,0.3318,0.0001,,,,,,,
bob,0,28830260,1010,0.0028,0.0077,0.7000000000000001,,-0.9998,0.3317,0.0001,,,,,,,
bob,0,28830260,1011,-0.0028,0.0079,0.7000000000000001,,-0.9998,0.3315,0.0001,,,,,,,
bob,0,28830260,1012,-0.002,0.0083,0.6799999999999999,,-0.9998,0.3313,0.0001,,,,,,,
bob,0,28830260,1013,-0.0,0.0079,0.74,,-0.9998,0.3312,0.0002,,,,,,,
bob,0,28830260,1014,0.0028,0.008,0.7000000000000001,,-0.9999,0.331,0.0002,,,,,,,
bob,0,28830260,1015,0.003,0.0078,0.7000000000000001,,-0.9998,0.3308,0.0002,,,,,,,
bob,0,28830260,1016,0.001,0.0076,0.6799999999999999,,-0.9998,0.3307,0.0002,,,,,,,
bob,0,28830260,1017,0.0023,0.0082,0.7000000000000001,,-0.9998,0.3305,0.0002,,,,,,,
bob,0,28830260,1018,0.002,0.0088,0.74,,-0.9998,0.3303,0.0001,,,,,,,
bob,0,28830260,1019,-0.002,0.0082,0.72,,-0.9998,0.3302,0.0001,,,,,,,
bob,0,28830260,1020,-0.0013,0.0077,0.6799999999999999,,-0.9998,0.33,0.0001,,,,,,,
bob,0,28830260,1021,0.0001,0.0074,0.6799999999999999,,-0.9998,0.3298,0.0001,,,,,,,
bob,0,28830260,1022,-0.0023,0.0075,0.6799999999999999,,-0.9998,0.3297,0.0001,,,,,,,
bob,0,28830260,1023,-0.0005,0.0074,0.7000000000000001,,-0.9998,0.3295,0.0001,,,,,,,
bob,0,28830260,1024,-0.0007,0.0087,0.72,,-0.9998,0.3293,0.0001,,,,,,,
bob,0,28830260,1025,0.0003,0.0084,0.72,,-0.9999,0.3292,0.0001,,,,,,,
bob,0,28830260,1026,0.0018,0.0081,0.74,,-0.9998,0.329,0.0001,,,,,,,
bob,0,28830260,1027,0.001,0.0079,0.7000000000000001,,-0.9998,0.3288,0.0001,,,,,,,
bob,0,28830260,1028,-0.0009,0.0079,0.7000000000000001,,-0.9998,0.3287,0.0001,,,,,,,
bob,0,28830260,1029,-0.0047,0.0085,0.72,,-0.9998,0.3285,0.0001,,,,,,,
bob,0,28830260,1030,-0.0019,0.0084,0.74,,-0.9998,0.3283,0.0001,,,,,,,
bob,0,28830260,1031,-0.0013,0.0126,0.74,,-0.9998,0.3282,0.0001,,,,,,,
bob,0,28830260,1032,-0.001,0.0078,0.6799999999999999,,-0.9998,0.328,0.0001,,,,,,,
bob,0,28830260,1033,-0.0005,0.0083,0.7000000000000001,,-0.9998,0.3278,0.0001,,,,,,,
bob,0,28830260,1034,0.0012,0.0086,0.72,,-0.9998,0.3277,0.0001,,,,,,,
bob,0,28830260,1035,0.0015,0.0088,0.6799999999999999,,-0.9998,0.3275,0.0001,,,,,,,
bob,0,28830260,1036,0.0034,0.0077,0.6799999999999999,,-0.9998,0.3273,0.0001,,,,,,,
bob,0,28830260,1037,0.002,0.0083,0.74,,-0.9998,0.3272,0.0001,,,,,,,
bob,0,28830260,1038,-0.0003,0.0083,0.7000000000000001,,-0.9998,0.327,0.0001,,,,,,,
bob,0,28830260,1039,-0.0024,0.0082,0.72,,-0.9998,0.3268,0.0001,,,,,,,
bob,0,28830260,1040,-0.0016,0.0083,0.72,,-0.9998,0.3267,0.0001,,,,,,,
bob,0,28830260,1041,-0.0031,0.0085,0.7000000000000001,,-0.9999,0.3265,0.0001,,,,,,,
bob,0,28830260,1042,-0.003,0.0081,0.72,,-0.9999,0.3263,0.0001,,,,,,,
bob,0,28830260,1043,0.0023,0.0082,0.72,,-0.9998,0.3262,0.0001,,,,,,,
bob,0,28830260,1044,0.0043,0.0085,0.72,,-0.9998,0.326,0.0001,,,,,,,
bob,0,28830260,1045,0.001,0.0082,0.74,,-0.9998,0.3258,0.0001,,,,,,,
bob,0,28830260,1046,0.0,0.0077,0.7000000000000001,,-0.9998,0.3257,0.0001,,,,,,,
bob,0,28830260,1047,-0.0008,0.0077,0.7000000000000001,,-0.9999,0.3255,0.0001,,,,,,,
bob,0,28830260,1048,0.0023,0.0077,0.7000000000000001,,-0.9998,0.3253,0.0001,,,,,,,
bob,0,28830260,1049,0.0039,0.0083,0.74,,-0.9998,0.3252,0.0001,,,,,,,
bob,0,28830260,1050,0.0025,0.0078,0.7000000000000001,,-0.9998,0.325,0.0001,,,,,,,
bob,0,28830260,1051,-0.0004,0.0083,0.72,,-0.9998,0.3248,0.0001,,,,,,,
bob,0,28830260,1052,-0.0016,0.0085,0.72,,-0.9998,0.3247,0.0001,,,,,,,
bob,0,28830260,1053,0.0001,0.0086,0.7000000000000001,,-0.9998,0.3245,0.0001,,,,,,,
bob,0,28830260,1054,0.0014,0.0086,0.74,,-0.9999,0.3243,0.0001,,,,,,,
bob,0,28830260,1055,-0.0006,0.0077,0.72,,-0.9998,0.3242,0.0001,,,,,,,
bob,0,28830260,1056,0.0005,0.008,0.72,,-0.9998,0.324,0.0001,,,,,,,
bob,0,28830260,1057,0.0007,0.0082,0.72,,-0.9998,0.3238,0.0001,,,,,,,
bob,0,28830260,1058,0.0019,0.0086,0.74,,-0.9998,0.3237,0.0001,,,,,,,
bob,0,28830260,1059,-0.0003,0.008,0.72,,-0.9998,0.3235,0.0001,,,,,,,
bob,0,28830260,1060,-0.0001,0.0085,0.7000000000000001,,-0.9998,0.3233,0.0001,,,,,,,
bob,0,28830260,1061,-0.0039,0.0092,0.76,,-0.9998,0.3232,0.0001,,,,,,,
bob,0,28830260,1062,-0.0014,0.0081,0.7000000000000001,,-0.9998,0.323,0.0001,,,,,,,
bob,0,28830260,1063,0.0022,0.0078,0.72,,-0.9999,0.3228,0.0001,,,,,,,
bob,0,28830260,1064,0.0011,0.0084,0.72,,-0.9999,0.3227,0.0001,,,,,,,
bob,0,28830260,1065,0.0009,0.0083,0.72,,-0.9998,0.3225,0.0001,,,,,,,
bob,0,28830260,1066,-0.0013,0.0088,0.72,,-0.9998,0.3223,0.0001,,,,,,,
bob,0,28830260,1067,-0.0003,0.0078,0.72,,-0.9999,0.3222,0.0001,,,,,,,
bob,0,28830260,1068,0.0009,0.0084,0.74,,-0.9998,0.322,0.0001,,,,,,,
bob,0,28830260,1069,0.0006,0.0078,0.72,,-0.9998,0.3218,0.0001,,,,,,,
bob,0,28830260,1070,-0.0025,0.0085,0.72,,-0.9998,0.3217,0.0001,,,,,,,
bob,0,28830260,1071,0.0,0.0083,0.72,,-0.9998,0.3215,0.0001,,,,,,,
bob,0,28830260,1072,-0.0013,0.0085,0.74,,-0.9998,0.3213,0.0001,,,,,,,
bob,0,28830260,1073,-0.001,0.0078,0.72,,-0.9998,0.3212,0.0001,,,,,,,
bob,0,28830260,1074,-0.0031,0.0086,0.74,,-0.9999,0.321,0.0001,,,,,,,
bob,0,28830260,1075,0.001,0.0089,0.76,,-0.9998,0.3208,0.0001,,,,,,,
bob,0,28830260,1076,0.0033,0.0084,0.7000000000000001,,-0.9998,0.3207,0.0001,,,,,,,
bob,0,28830260,1077,0.0016,0.0085,0.72,,-0.9998,0.3205,0.0001,,,,,,,
bob,0,28830260,1078,0.0005,0.0086,0.72,,-0.9998,0.3203,0.0001,,,,,,,
bob,0,28830260,1079,-0.0007,0.0086,0.74,,-0.9998,0.3202,0.0001,,,,,,,
bob,0,28830260,1080,-0.0012,0.0085,0.72,,-0.9998,0.32,0.0001,,,,,,,
bob,0,28830260,1081,-0.0025,0.0089,0.72,,-0.9998,0.3198,0.0001,,,,,,,
